Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1283.500000,1283.500000,1270.500000,1272.780029,1081.792969,366830
2015-01-02,1275.500000,1295.469971,1275.300049,1289.719971,1096.191040,925740
2015-01-05,1290.500000,1299.949951,1262.319946,1270.119995,1079.532104,1754242
2015-01-06,1264.550049,1264.550049,1220.000000,1223.300049,1039.737671,2423784
2015-01-07,1235.000000,1239.569946,1203.719971,1208.849976,1027.456177,2636332
2015-01-08,1221.199951,1224.500000,1210.280029,1221.900024,1038.547607,1565408
2015-01-09,1227.500000,1259.949951,1225.000000,1256.150024,1067.658447,3197642
2015-01-12,1258.500000,1264.000000,1240.119995,1254.849976,1066.553345,1596006
2015-01-13,1260.000000,1265.199951,1240.050049,1248.949951,1061.538452,1468432
2015-01-14,1258.000000,1265.900024,1250.250000,1260.969971,1071.755005,1787096
2015-01-15,1266.500000,1290.880005,1261.619995,1269.550049,1079.047607,5009920
2015-01-16,1271.849976,1272.500000,1242.150024,1266.069946,1076.089844,5293830
2015-01-19,1268.000000,1275.500000,1251.500000,1255.500000,1067.105957,1135074
2015-01-20,1260.000000,1265.000000,1241.619995,1250.219971,1062.618286,2058566
2015-01-21,1261.000000,1261.000000,1244.119995,1256.900024,1068.295776,2310480
2015-01-22,1258.250000,1260.619995,1247.750000,1256.780029,1068.193848,2113214
2015-01-23,1257.000000,1266.030029,1248.050049,1251.800049,1063.961304,3150380
2015-01-27,1256.180054,1257.500000,1244.780029,1251.030029,1067.570801,2738736
2015-01-28,1251.500000,1272.449951,1251.449951,1269.800049,1083.588135,3121980
2015-01-29,1269.000000,1284.349976,1256.449951,1272.319946,1085.738525,3734392
2015-01-30,1280.349976,1287.500000,1235.000000,1241.030029,1059.037231,5817402
2015-02-02,1241.000000,1260.719971,1231.030029,1257.099976,1072.750732,3181802
2015-02-03,1255.819946,1282.500000,1253.550049,1279.119995,1091.541382,2345054
2015-02-04,1284.000000,1285.849976,1251.050049,1257.150024,1072.793335,2245418
2015-02-05,1260.000000,1295.849976,1259.500000,1276.199951,1089.049561,4530168
2015-02-06,1276.500000,1297.400024,1275.430054,1287.880005,1099.016968,2136416
2015-02-09,1280.750000,1284.550049,1250.000000,1256.449951,1072.195923,2076432
2015-02-10,1255.000000,1263.119995,1216.500000,1220.569946,1041.577515,3799054
2015-02-11,1227.530029,1243.619995,1223.619995,1229.949951,1049.582031,2937522
2015-02-12,1239.900024,1239.900024,1223.500000,1231.069946,1050.537476,3107980
2015-02-13,1235.000000,1273.880005,1230.119995,1269.380005,1083.229736,4158326
2015-02-16,1280.000000,1297.500000,1277.500000,1292.400024,1102.873901,2364392
2015-02-18,1292.530029,1321.500000,1282.619995,1317.819946,1124.566162,2660014
2015-02-19,1318.000000,1343.650024,1317.500000,1340.530029,1143.946045,2618002
2015-02-20,1349.400024,1349.400024,1321.119995,1337.780029,1141.599243,1801588
2015-02-23,1335.500000,1361.000000,1335.500000,1348.319946,1150.593506,1614892
2015-02-24,1347.000000,1365.000000,1339.500000,1352.380005,1154.058105,2199922
2015-02-25,1355.000000,1361.000000,1333.930054,1336.099976,1140.165527,1767994
2015-02-26,1339.500000,1346.380005,1312.680054,1328.219971,1133.441040,1991994
2015-02-27,1329.719971,1337.880005,1308.150024,1331.180054,1135.967041,2877376
2015-02-28,null,null,null,null,null,null
