Date,Open,High,Low,Close,Adj Close,Volume
2015-03-08,17263.242188,17352.232422,17021.683594,17133.544922,17133.544922,1378151388
2015-03-09,17162.148438,18330.371094,17105.412109,18149.728516,18149.728516,3708709629
2015-03-10,18165.708984,18813.058594,18169.552734,18297.117188,18297.117188,4250103403
2015-03-11,18282.376953,18666.906250,18260.722656,18599.234375,18599.234375,2131401148
2015-03-12,18583.421875,18559.564453,18287.507813,18407.103516,18407.103516,2037679638
2015-03-13,18392.345703,18430.832031,17997.888672,17997.888672,17997.888672,1981939391
2015-03-14,17941.433594,18061.279297,17722.814453,17780.150391,17780.150391,1426291173
2015-03-15,17751.134766,18073.533203,17724.076172,18064.955078,18064.955078,755043982
2015-03-16,18020.294922,18484.998047,18020.294922,18245.228516,18245.228516,1350914157
2015-03-17,18245.355469,18338.593750,17805.650391,17876.466797,17876.466797,1346014932
2015-03-18,17849.041016,17877.699219,15664.549805,16067.589844,16067.589844,3573877126
2015-03-19,16041.322266,16531.103516,15587.189453,16302.782227,16302.782227,3294695360
2015-03-20,16304.530273,16563.593750,16182.074219,16331.828125,16331.828125,1151605796
2015-03-21,16325.278320,16359.720703,15951.281250,16224.259766,16224.259766,1068832589
2015-03-22,16217.520508,16830.865234,16197.118164,16719.363281,16719.363281,1150445249
2015-03-23,16715.308594,17252.033203,16284.464844,16595.228516,16595.228516,1419242358
2015-03-24,16585.087891,16611.591797,15236.444336,15294.551758,15294.551758,2495609704
2015-03-25,15411.442383,15544.373047,14734.884766,15377.095703,15377.095703,2240192773
2015-03-26,15382.029297,15980.324219,15297.403320,15614.221680,15614.221680,1616507834
2015-03-27,15616.357422,16053.897461,15405.458008,15442.500000,15442.500000,1079904096
2015-03-28,15439.124023,15891.091797,15439.124023,15803.136719,15803.136719,1002763177
2015-03-29,15799.510742,15824.453125,15062.253906,15178.760742,15178.760742,1357034907
2015-03-30,15189.142578,15561.749023,14974.485352,15471.984375,15471.984375,1438249562
2015-03-31,15467.483398,15561.867188,15166.210938,15216.034180,15216.034180,1412547219
2015-04-01,15215.972656,15389.153320,15027.885742,15372.109375,15372.109375,1422202316
2015-04-02,15360.732422,15790.271484,15259.966797,15703.387695,15703.387695,1630674600
2015-04-03,15707.670898,15907.951172,15635.388672,15755.248047,15755.248047,1433931870
2015-04-04,15753.327148,15813.232422,15555.645508,15716.529297,15716.529297,773972324
2015-04-05,15720.494141,16148.815430,15607.806641,16144.045898,16144.045898,1217267940
2015-04-06,16151.666016,16250.142578,15823.439453,15890.989258,15890.989258,1246079157
2015-04-07,15877.430664,15911.403320,15709.849609,15774.658203,15774.658203,1150631671
2015-04-08,15767.430664,15795.629883,15190.368164,15235.443359,15235.443359,1870769343
2015-04-09,15218.592773,15301.253906,14897.861328,15183.719727,15183.719727,1348630292
2015-04-10,15184.840820,15184.208008,14491.693359,14699.141602,14699.141602,1798352171
2015-04-11,14695.654297,14914.891602,14581.023438,14729.028320,14729.028320,1018987360
2015-04-12,14727.970703,14802.252930,14538.682617,14699.981445,14699.981445,771118282
2015-04-13,14687.344727,14781.189453,13850.730469,14011.556641,14011.556641,1945373256
2015-04-14,14022.287109,14036.117188,13469.741211,13656.169922,13656.169922,1976464812
2015-04-15,13650.810547,13956.367188,13625.899414,13956.367188,13956.367188,1406779055
2015-04-16,13961.606445,14318.487305,13961.606445,14245.423828,14245.423828,1545954385
2015-04-17,14245.547852,14264.002930,13860.278320,13939.107422,13939.107422,1277685820
2015-04-18,13937.292969,14028.790039,13813.651367,13968.750977,13968.750977,809208941
2015-04-19,13975.004883,14156.184570,13901.091797,13921.515625,13921.515625,939452120
2015-04-20,13922.265625,14254.114258,13880.221680,14183.626953,14183.626953,1159607761
2015-04-21,14183.248047,14792.491211,14122.102539,14792.491211,14792.491211,1570486754
2015-04-22,14813.428711,14980.344727,14696.963867,14737.257813,14737.257813,1500805581
2015-04-23,14729.516602,14965.415039,14689.205078,14964.592773,14964.592773,1078130074
2015-04-24,14933.456055,14951.820313,14612.770508,14720.717773,14720.717773,1365256942
2015-04-25,14718.616211,14803.019531,14406.848633,14410.221680,14410.221680,888406485
2015-04-26,14411.495117,14445.485352,13677.202148,13967.202148,13967.202148,1842330181
2015-04-27,13967.138672,14776.674805,13852.919922,14522.126953,14522.126953,2443134436
2015-04-28,14502.048828,14535.364258,14077.617188,14235.640625,14235.640625,1353203676
2015-04-29,14219.000977,14329.493164,14123.009766,14325.056641,14325.056641,1201314517
2015-04-30,14317.760742,15221.282227,14282.645508,15002.551758,15002.551758,2148532858
2015-05-01,14989.463867,15171.951172,14785.613281,14785.613281,14785.613281,1198711473
2015-05-02,14802.305664,15018.026367,14802.305664,14967.249023,14967.249023,798629183
2015-05-03,14964.064453,15496.674805,14913.287109,15296.382813,15296.382813,1176964524
2015-05-04,15296.255859,15443.835938,15110.994141,15199.107422,15199.107422,1349591761
2015-05-05,15188.550781,15211.699219,14714.543945,14956.447266,14956.447266,1515724230
2015-05-06,14964.554688,14985.555664,14593.257813,14627.118164,14627.118164,1883417596
2015-05-07,14619.479492,15327.037109,14610.385742,15208.196289,15208.196289,1862426406
2015-05-08,15199.866211,15695.375977,15131.578125,15534.268555,15534.268555,1748300306
2015-05-09,15528.280273,15785.313477,15265.196289,15404.891602,15404.891602,1260670682
2015-05-10,15398.331055,15547.326172,15214.872070,15310.700195,15310.700195,956956975
2015-05-11,15310.890625,15606.532227,15265.007813,15502.252930,15502.252930,1337464458
2015-05-12,15501.420898,15549.314453,15380.213867,15481.367188,15481.367188,1238101037
2015-05-13,15499.730469,15578.412109,15052.916016,15137.866211,15137.866211,1740646220
2015-05-14,15127.428711,15088.346680,14837.809570,15022.672852,15022.672852,1547970179
2015-05-15,15024.321289,15146.180664,15019.906250,15071.285156,15071.285156,1035773842
2015-05-16,15073.758789,15077.121094,14924.761719,14979.184570,14979.184570,703419671
2015-05-17,14970.114258,15097.925781,14970.114258,15020.943359,15020.943359,706276484
2015-05-18,15026.333984,15069.952148,14807.307617,14856.501953,14856.501953,1069354822
2015-05-19,14850.702148,14896.686523,14779.098633,14794.067383,14794.067383,908378289
2015-05-20,14790.430664,14942.266602,14786.882813,14888.740234,14888.740234,986105926
2015-05-21,14888.613281,15006.044922,14889.444336,14973.502930,14973.502930,961287142
2015-05-22,14972.040039,15295.025391,14931.010742,15257.339844,15257.339844,1714155840
2015-05-23,15253.403320,15300.314453,15152.152344,15163.641602,15163.641602,927128320
2015-05-24,15170.244141,15360.811523,15159.770508,15336.658203,15336.658203,732484199
2015-05-25,15335.003906,15331.345703,15023.135742,15072.892578,15072.892578,916915783
2015-05-26,15072.511719,15245.105469,15039.506836,15172.531250,15172.531250,1050999615
2015-05-27,15169.267578,15265.544922,15123.201172,15155.549805,15155.549805,1203141794
2015-05-28,15153.889648,15166.963867,15105.497070,15151.901367,15151.901367,882635497
2015-05-29,15149.921875,15180.625000,15023.136719,15110.886719,15110.886719,943570025
2015-05-30,15110.631836,15110.695313,14789.034180,14871.823242,14871.823242,898548893
2015-05-31,14858.439453,14865.896484,14644.780273,14672.495117,14672.495117,938952976
2015-06-01,14675.235352,14743.898438,14071.062500,14179.743164,14179.743164,1659548869
2015-06-02,14177.708008,14429.559570,14170.314453,14374.460938,14374.460938,1302405618
2015-06-03,14370.195313,14560.201172,14316.963867,14469.781250,14469.781250,1137241822
2015-06-04,14463.248047,14491.802734,14337.260742,14356.466797,14356.466797,942580726
2015-06-05,14345.587891,14407.606445,14272.296875,14342.827148,14342.827148,1151273411
2015-06-06,14346.207031,14391.730469,14306.292969,14385.354492,14385.354492,709738874
2015-06-07,14383.887695,14422.016602,14196.179688,14210.781250,14210.781250,849174524
2015-06-08,14210.653320,14670.092773,14208.103516,14617.172852,14617.172852,1495591058
2015-06-09,14620.306641,14751.031250,14585.176758,14667.272461,14667.272461,1815613440
2015-06-10,14663.877930,14675.533203,14545.875000,14596.761719,14596.761719,1014665801
2015-06-11,14600.079102,14730.308594,14604.210938,14700.155273,14700.155273,922563452
2015-06-12,14700.155273,14792.362305,14669.061523,14739.430664,14739.430664,898387384
2015-06-13,14735.458008,14910.549805,14689.955078,14894.527344,14894.527344,852730024
2015-06-14,14897.091797,15051.931641,14869.020508,14967.654297,14967.654297,779706448
2015-06-15,14959.899414,15228.043945,14959.899414,15168.489258,15168.489258,1275368013
2015-06-16,15164.774414,16164.908203,15120.190430,16102.340820,16102.340820,2670641515
2015-06-17,16097.719727,16466.203125,15819.741211,15954.300781,15954.300781,2806959529
2015-06-18,15963.516602,16065.607422,15589.950195,15847.552734,15847.552734,1971672868
2015-06-19,15849.843750,15987.235352,15478.110352,15530.108398,15530.108398,1521564086
2015-06-20,15525.283203,15607.693359,15277.480469,15568.583984,15568.583984,1308414451
2015-06-21,15561.472656,15569.345703,15362.893555,15497.762695,15497.762695,673475177
2015-06-22,15499.350586,15746.870117,15484.842773,15684.853516,15684.853516,1123544520
2015-06-23,15680.852539,15731.007813,15465.203125,15534.856445,15534.856445,960766765
2015-06-24,15533.965820,15540.380859,15286.989258,15286.989258,15286.989258,1102431437
2015-06-25,15277.455078,15480.782227,15267.047852,15422.738281,15422.738281,1024784191
2015-06-26,15410.351563,15463.997070,15348.301758,15454.163086,15454.163086,887145402
2015-06-27,15451.308594,15945.524414,15423.902344,15923.382813,15923.382813,1299843907
2015-06-28,15921.162109,15934.928711,15710.104492,15804.728516,15804.728516,960783471
2015-06-29,15786.321289,16387.886719,15789.864258,16380.657227,16380.657227,2213890548
2015-06-30,16378.874023,17055.091797,16308.188477,16739.427734,16739.427734,2833712414
2015-07-01,16756.800781,16889.599609,16262.111328,16441.779297,16441.779297,1718414129
2015-07-02,16437.392578,16648.236328,16100.815430,16184.743164,16184.743164,1365683557
2015-07-03,16187.721680,16303.771484,16065.879883,16252.035156,16252.035156,1206767663
2015-07-04,16261.862305,16576.712891,16116.610352,16540.509766,16540.509766,990353666
2015-07-05,16535.375000,17404.037109,16401.978516,17242.003906,17242.003906,2799938301
2015-07-06,17190.958984,17546.775391,17002.796875,17046.306641,17046.306641,3114551353
2015-07-07,17105.423828,17190.808594,16819.453125,16908.351563,16908.351563,1832913550
2015-07-08,16894.058594,17352.576172,16793.613281,17210.689453,17210.689453,2350406041
2015-07-09,17213.357422,17293.271484,16967.626953,17058.716797,17058.716797,2553548513
2015-07-10,17054.154297,18647.669922,17041.509766,18047.523438,18047.523438,6359525798
2015-07-11,18046.634766,18909.818359,17961.115234,18568.306641,18568.306641,2604238167
2015-07-12,18569.892578,19916.294922,18529.666016,19708.968750,19708.968750,3576076999
2015-07-13,19706.431641,19704.744141,17835.767578,18548.552734,18548.552734,3941086626
2015-07-14,18547.283203,18738.998047,18212.978516,18202.708984,18202.708984,1819055140
2015-07-15,18239.500000,18608.871094,18126.998047,18156.343750,18156.343750,1745995559
2015-07-16,18169.873047,18498.216797,17461.693359,17652.810547,17652.810547,3141105965
2015-07-17,17652.939453,17791.388672,17272.009766,17741.357422,17741.357422,1751548977
2015-07-18,17732.406250,17935.294922,17398.748047,17451.183594,17451.183594,1598919926
2015-07-19,17442.675781,17500.001953,17299.587891,17369.427734,17369.427734,973330098
2015-07-20,17362.126953,17749.412109,17324.906250,17749.412109,17749.412109,1444951504
2015-07-21,17743.113281,17879.259766,17509.460938,17536.746094,17536.746094,1457874286
2015-07-22,17525.556641,17661.000000,17447.888672,17648.421875,17648.421875,1234387630
2015-07-23,17656.000000,17707.744141,17596.525391,17624.515625,17624.515625,1183141967
2015-07-24,17621.705078,18540.828125,17575.105469,18477.525391,18477.525391,2384340182
2015-07-25,18470.216797,18634.880859,18331.642578,18504.380859,18504.380859,1324368503
2015-07-26,18500.728516,18783.519531,18440.861328,18758.392578,18758.392578,1027518123
2015-07-27,18755.380859,19122.300781,18434.169922,18854.947266,18854.947266,1964453043
2015-07-28,18855.525391,19025.285156,18752.664063,18795.101563,18795.101563,1624861100
2015-07-29,18798.740234,18813.281250,18429.748047,18499.240234,18499.240234,1576105426
2015-07-30,18468.130859,18562.261719,18347.515625,18447.755859,18447.755859,1387213934
2015-07-31,18446.089844,18525.017578,18078.486328,18211.308594,18211.308594,1511740196
2015-08-01,18213.613281,18229.351563,17793.021484,18016.242188,18016.242188,1215260210
2015-08-02,17942.539063,18129.671875,17755.722656,18102.896484,18102.896484,1135199065
2015-08-03,18115.195313,18317.761719,17935.107422,18032.611328,18032.611328,1376945060
2015-08-04,18032.484375,18231.617188,18033.019531,18201.527344,18201.527344,1398129980
2015-08-05,18177.851563,18249.423828,17939.230469,17954.078125,17954.078125,1282024780
2015-08-06,17955.607422,17955.636719,17733.214844,17753.906250,17753.906250,1197633687
2015-08-07,17764.359375,17869.410156,17630.769531,17817.728516,17817.728516,2707522316
2015-08-08,17827.734375,17839.587891,16614.839844,16633.130859,16633.130859,3730261263
2015-08-09,16640.712891,17015.886719,16599.416016,16897.716797,16897.716797,1516468052
2015-08-10,16922.894531,17029.966797,16765.388672,16882.626953,16882.626953,1339234684
2015-08-11,16874.457031,17392.146484,16845.236328,17392.146484,17392.146484,1635994923
2015-08-12,17405.783203,17426.062500,17181.683594,17260.287109,17260.287109,1737549429
2015-08-13,17247.781250,17246.056641,17135.025391,17235.576172,17235.576172,1806935685
2015-08-14,17238.970703,17401.658203,17074.173828,17300.681641,17300.681641,1764138307
2015-08-15,17290.849609,17364.955078,17015.203125,17031.808594,17031.808594,1258161050
2015-08-16,17052.320313,17089.699219,16738.123047,16826.220703,16826.220703,1934279529
2015-08-17,16825.113281,16995.345703,16796.964844,16882.027344,16882.027344,1414681861
2015-08-18,16878.753906,16889.564453,13813.790039,13813.790039,13813.790039,2758268712
2015-08-19,14768.745117,15536.922852,14491.128906,14746.134766,14746.134766,3959632763
2015-08-20,14760.120117,15537.913086,14760.006836,15405.611328,15405.611328,2112666632
2015-08-21,15405.937500,15561.955078,15299.298828,15355.088867,15355.088867,1530022336
2015-08-22,15361.229492,15512.753906,14703.763672,15211.223633,15211.223633,1532141700
2015-08-23,15210.299805,15364.068359,14893.648438,15064.584961,15064.584961,1215273677
2015-08-24,15060.821289,15062.604492,14058.517578,14061.992188,14061.992188,3956203331
2015-08-25,14033.465820,14989.896484,13331.954102,14688.354492,14688.354492,4049022720
2015-08-26,14719.308594,15291.668945,14610.535156,14917.085938,14917.085938,2101051993
2015-08-27,14931.551758,15090.049805,14774.776367,14846.441406,14846.441406,1446895480
2015-08-28,14841.951172,15566.627930,14578.641602,15304.531250,15304.531250,2072602724
2015-08-29,15314.650391,15425.302734,15035.606445,15197.649414,15197.649414,1133804950
2015-08-30,15205.255859,15348.977539,14963.976563,15126.821289,15126.821289,1283658175
2015-08-31,15150.163086,15386.174805,14993.978516,15263.663086,15263.663086,1374105239
2015-09-01,15276.932617,15352.095703,15043.086914,15151.706055,15151.706055,1366596553
2015-09-02,15145.461914,15252.991211,14991.512695,15180.961914,15180.961914,1242131712
2015-09-03,15183.611328,15211.376953,15004.222656,15029.950195,15029.950195,1156572407
2015-09-04,15032.067383,15395.303711,15021.216797,15355.165039,15355.165039,1397672212
2015-09-05,15348.564453,15744.881836,15298.157227,15669.938477,15669.938477,1378269729
2015-09-06,15660.003906,16196.206055,15647.402344,16010.518555,16010.518555,1700496843
2015-09-07,16016.794922,16173.165039,15932.306641,16021.803711,16021.803711,1415641079
2015-09-08,16021.736328,16373.316406,16027.938477,16176.210938,16176.210938,1784856829
2015-09-09,16163.461914,16226.778320,15791.314453,15860.440430,15860.440430,1573983987
2015-09-10,15871.627930,16047.673828,15701.322266,15814.840820,15814.840820,1406927098
2015-09-11,15805.025391,16030.503906,15805.025391,15902.526367,15902.526367,1273271105
2015-09-12,15885.835938,15903.652344,15547.992188,15579.452148,15579.452148,1189680960
2015-09-13,15580.313477,15626.210938,15188.887695,15269.759766,15269.759766,1224087452
2015-09-14,15276.185547,15417.210938,15123.091797,15294.464844,15294.464844,1392406113
2015-09-15,15284.385742,17209.400391,15268.569336,15298.196289,15298.196289,1273906460
2015-09-16,15294.609375,15368.860352,15113.136719,15164.220703,15164.220703,1333405030
2015-09-17,15163.227539,15264.902344,15158.059570,15194.830078,15194.830078,1251991606
2015-09-18,15440.198242,15409.295898,15280.976563,15343.314453,15343.314453,1333114856
2015-09-19,15335.608398,15358.461914,15219.105469,15245.711914,15245.711914,837228953
2015-09-20,15239.521484,15303.140625,15207.317383,15222.466797,15222.466797,951005825
2015-09-21,15222.794922,15222.794922,14890.856445,14928.114258,14928.114258,1293644954
2015-09-22,14920.487305,15297.970703,14775.554688,15191.453125,15191.453125,1647432617
2015-09-23,15212.401367,15293.714844,15166.781250,15235.292969,15235.292969,1141514001
2015-09-24,15240.254883,15576.422852,15219.850586,15530.065430,15530.065430,1661928630
2015-09-25,15519.005859,15698.412109,15462.589844,15557.080078,15557.080078,1479571303
2015-09-26,15552.581055,15574.215820,15438.918945,15503.887695,15503.887695,907983711
2015-09-27,15490.589844,15516.193359,15375.962891,15401.531250,15401.531250,938283982
